system,body,is star,type,temp,radius,absMagnitude,solMass,spectralClass,luminosity
Pyramoe OU-J b40-0,Pyramoe OU-J b40-0 A,Star,M,3515.0,377528608.0,8.316132,0.394531,M,Va
Pyramoe OU-J b40-0,Pyramoe OU-J b40-0 B,Star,M,2719.0,291694816.0,9.991806,0.273438,M,Va
Pyramoe FI-I d10-39,Pyramoe FI-I d10-39,Star,F,6649.0,936827968.0,3.573105,1.402344,F,Vab
NGC 6629 Sector AA-Z c5,NGC 6629 Sector AA-Z c5 A,Star,K,4446.0,550193792.0,6.477432,0.601563,K,Va
NGC 6629 Sector AA-Z c5,NGC 6629 Sector AA-Z c5 B,Star,M,2820.0,367149600.0,9.333664,0.339844,M,Va
NGC 6629 Sector OI-S b4-3,NGC 6629 Sector OI-S b4-3,Star,M,2395.0,270597184.0,10.706024,0.230469,M,Va
CD-23 14350,CD-23 14350,Star,W,161531.0,5237156352.0,-14.018845,1.085938,W,I
NGC 6629 Sector QZ-O b6-1,NGC 6629 Sector QZ-O b6-1 A,Star,M,2129.0,259517760.0,11.308243,0.203125,M,VI
NGC 6629 Sector QZ-O b6-1,NGC 6629 Sector QZ-O b6-1 C,Star,T,704.0,89038760.0,18.616989,0.039063,T,V
NGC 6629 Sector QZ-O b6-1,NGC 6629 Sector QZ-O b6-1 B,Star,L,1513.0,185421376.0,13.522247,0.136719,L,V
Pyramoe VE-Z b45-1,Pyramoe VE-Z b45-1 A,Star,M,3120.0,340957984.0,9.055252,0.332031,M,Va
Pyramoe VE-Z b45-1,Pyramoe VE-Z b45-1 D,Star,L,1707.0,192574192.0,12.915955,0.148438,L,V
Pyramoe VE-Z b45-1,Pyramoe VE-Z b45-1 B,Star,M,2446.0,290421312.0,10.460938,0.253906,M,Va
Pyramoe VE-Z b45-1,Pyramoe VE-Z b45-1 C,Star,L,1676.0,180433504.0,13.137009,0.132813,L,V
Pyramoe WA-W b47-2,Pyramoe WA-W b47-2,Star,M,2224.0,304175104.0,10.773743,0.242188,M,Va
Pyramoe EE-F d12-6,Pyramoe EE-F d12-6 A,Star,A,7929.0,893932224.0,2.91011,1.566406,A,VI
Pyramoe EE-F d12-6,Pyramoe EE-F d12-6 B,Star,F,7091.0,718147008.0,3.870895,1.210938,F,VI
Pyramoe GN-K c24-10,Pyramoe GN-K c24-10 A,Star,K,3977.0,423034944.0,7.532516,0.503906,K,Va
Pyramoe GN-K c24-10,Pyramoe GN-K c24-10 B,Star,M,2816.0,331236928.0,9.563416,0.324219,M,Va
Gria Drye AZ-R b50-3,Gria Drye AZ-R b50-3 B,Star,M,2502.0,317971328.0,10.165771,0.246094,M,Va
Gria Drye AZ-R b50-3,Gria Drye AZ-R b50-3 A,Star,M,3374.0,387207200.0,8.439011,0.417969,M,Va
Gria Drye AZ-R b50-3,Gria Drye AZ-R b50-3 C,Star,L,1985.0,265736672.0,11.56105,0.1875,L,V
Gria Drye VT-Q b51-6,Gria Drye VT-Q b51-6,Star,M,3345.0,369845184.0,8.576141,0.382813,M,Va
Gria Drye SU-D d13-21,Gria Drye SU-D d13-21 A,Star,A,7681.0,892743680.0,3.051041,1.609375,A,Vb
Gria Drye SU-D d13-21,Gria Drye SU-D d13-21 B,Star,F,6488.0,793580608.0,4.040024,1.097656,F,Vb
Gria Drye SU-D d13-21,Gria Drye SU-D d13-21 C,Star,G,5242.0,653049984.0,5.389786,0.820313,G,Va
Gria Drye KA-G c27-27,Gria Drye KA-G c27-27,Star,K,4584.0,653792832.0,5.969955,0.800781,K,Va
Gria Drye SQ-K b55-3,Gria Drye SQ-K b55-3 A,Star,M,2772.0,356537088.0,9.471954,0.351563,M,Va
Gria Drye SQ-K b55-3,Gria Drye SQ-K b55-3 B,Star,M,2045.0,213756704.0,11.90451,0.167969,M,VI
Gria Drye SQ-K b55-3,Gria Drye SQ-K b55-3 C,Star,T,1259.0,138492960.0,14.954346,0.082031,T,V
Gria Drye SQ-K b55-3,Gria Drye SQ-K b55-3 E,Star,T,1162.0,130363800.0,15.434036,0.070313,T,V
Gria Drye SQ-K b55-3,Gria Drye SQ-K b55-3 D,Star,M,2218.0,277643904.0,10.983719,0.207031,M,Va
Gria Drye HQ-E c28-27,Gria Drye HQ-E c28-27 A,Star,K,3861.0,399729952.0,7.784195,0.46875,K,Va
Gria Drye HQ-E c28-27,Gria Drye HQ-E c28-27 C,Star,L,1713.0,194590576.0,12.878067,0.125,L,V
Gria Drye HQ-E c28-27,Gria Drye HQ-E c28-27 B,Star,M,3110.0,360803328.0,8.94632,0.328125,M,Va
Gria Drye KW-C c29-19,Gria Drye KW-C c29-19,Star,K,4143.0,434496448.0,7.296829,0.507813,K,Va
Gria Drye PN-E b59-8,Gria Drye PN-E b59-8 A,Star,M,2501.0,339917984.0,10.022537,0.285156,M,Va
Gria Drye PN-E b59-8,Gria Drye PN-E b59-8 B,Star,T,1262.0,148383792.0,14.794189,0.097656,T,V
Gria Drye PN-E b59-8,Gria Drye PN-E b59-8 C,Star,T,1279.0,158168512.0,14.597366,0.082031,T,V
Nyeajeau TU-L b3,Nyeajeau TU-L b3 A,Star,M,2661.0,312092032.0,9.93866,0.269531,M,Va
Nyeajeau TU-L b3,Nyeajeau TU-L b3 B,Star,L,1642.0,227977440.0,12.718033,0.148438,L,V
Nyeajeau IQ-U a2-5,Nyeajeau IQ-U a2-5 A,Star,M,2166.0,239481376.0,11.407974,0.191406,M,VI
Nyeajeau IQ-U a2-5,Nyeajeau IQ-U a2-5 B,Star,L,1449.0,174108464.0,13.846725,0.121094,L,V
Plaa Aescs UG-Y c57,Plaa Aescs UG-Y c57 A,Star,K,4486.0,473232032.0,6.765823,0.597656,K,Vab
Plaa Aescs UG-Y c57,Plaa Aescs UG-Y c57 B,Star,L,1908.0,234578416.0,12.003845,0.152344,L,V
Plaa Aescs UG-Y c57,Plaa Aescs UG-Y c57 C,Star,L,1936.0,234981680.0,11.936813,0.164063,L,V
Eagle Sector KR-W c1-2,Eagle Sector KR-W c1-2,Star,K,4509.0,636430848.0,6.100067,0.796875,K,Va
Eagle Sector IR-W d1-117,Eagle Sector IR-W d1-117,Star,F,7097.0,786512640.0,3.669708,1.320313,F,VI
Eagle Sector HR-W d1-36,Eagle Sector HR-W d1-36 A,Star,F,7049.0,864259712.0,3.494476,1.238281,F,Vb
Eagle Sector HR-W d1-36,Eagle Sector HR-W d1-36 C,Star,K,4004.0,463765664.0,7.303452,0.589844,K,Va
Eagle Sector HR-W d1-36,Eagle Sector HR-W d1-36 B,Star,K,4590.0,547158592.0,6.350983,0.679688,K,Va
Plaa Aescs JK-Q b5-8,Plaa Aescs JK-Q b5-8,Star,M,2369.0,285433472.0,10.637512,0.253906,M,Va
Plaa Aescs QC-V c2-2,Plaa Aescs QC-V c2-2 A,Star,G,5276.0,645069440.0,5.388351,0.78125,G,Va
Plaa Aescs QC-V c2-2,Plaa Aescs QC-V c2-2 B,Star,M,3352.0,421825120.0,8.281418,0.472656,M,Va
Plaa Aescs LM-W d1-241,Plaa Aescs LM-W d1-241,Star,N,6462429.0,12304.6875,4.853333,0.542969,N,VII
Plaa Aescs MO-I b9-22,Plaa Aescs MO-I b9-22 A,Star,M,2364.0,271828256.0,10.752762,0.210938,M,Va
Plaa Aescs MO-I b9-22,Plaa Aescs MO-I b9-22 B,Star,T,1214.0,157383184.0,14.834763,0.082031,T,V
Plaa Aescs MO-I b9-22,Plaa Aescs MO-I b9-22 C,Star,L,1824.0,216409824.0,12.374542,0.167969,L,V
Lysoosms UQ-I b9-6,Lysoosms UQ-I b9-6 A,Star,M,2445.0,268432240.0,10.633728,0.230469,M,Va
Lysoosms UQ-I b9-6,Lysoosms UQ-I b9-6 B,Star,T,1066.0,136540256.0,15.708054,0.070313,T,V
Lysoosms WM-W d1-29,Lysoosms WM-W d1-29,Star,N,6906665.0,12304.6875,4.564545,0.539063,N,VII
Lysoosms NX-E b11-16,Lysoosms NX-E b11-16,Star,M,3655.0,369569248.0,8.192734,0.425781,M,Va
Lysoosms WS-U d2-98,Lysoosms WS-U d2-98,Star,N,9855760.0,10800.78125,4.625549,0.804688,N,VII
Ceeckia UV-L c24-0,Ceeckia UV-L c24-0,Star,K,4045.0,463383616.0,7.261002,0.558594,K7,Va
Ceeckia WV-L c24-0,Ceeckia WV-L c24-0 A,Star,K,4119.0,559023360.0,6.774734,0.632813,K7,Va
Ceeckia WV-L c24-0,Ceeckia WV-L c24-0 D,Star,M,3109.0,334739072.0,9.110565,0.347656,M3,Va
Ceeckia WV-L c24-0,Ceeckia WV-L c24-0 B,Star,M,2850.0,337222400.0,9.472382,0.363281,M4,Va
Ceeckia WV-L c24-0,Ceeckia WV-L c24-0 C,Star,M,2335.0,266628128.0,10.848343,0.242188,M8,Va
Ceeckia WM-H d11-1,Ceeckia WM-H d11-1 A,Star,F,6153.0,736846208.0,4.431412,1.089844,F8,Vb
Ceeckia WM-H d11-1,Ceeckia WM-H d11-1 B,Star,M,3614.0,457058624.0,7.780273,0.453125,M0,Va
Coringha,Coringha,Star,G,5550.0,721946304.0,4.923828,0.949219,G,Vab
Coringha,Coringha,Star,G,5550.0,721946304.0,4.923828,0.949219,G,Vab
HD 63154 B,HD 63154 B,Star,A,9640.0,1052164288.0,1.707352,2.152344,A,VI
Bleia Eohn HE-E d13-48,Bleia Eohn HE-E d13-48 A,Star,N,4965136.0,11687.5,5.024033,0.632813,N,VII
Droju KI-Z d1-18,Droju KI-Z d1-18 A,Star,G,5761.0,743871680.0,4.696777,0.957031,G,Vab
Droju KI-Z d1-18,Droju KI-Z d1-18 C,Star,K,4343.0,513113728.0,6.730804,0.601563,K,Va
Droju KI-Z d1-18,Droju KI-Z d1-18 B,Star,M,2685.0,323256352.0,9.823318,0.269531,M,Va
Droju DD-V c5-8,Droju DD-V c5-8,Star,G,5406.0,561994880.0,5.582062,0.804688,G,Vab
Droju OO-X d2-63,Droju OO-X d2-63 C,Star,K,3961.0,566303552.0,6.916534,0.648438,K,Va
Droju OO-X d2-63,Droju OO-X d2-63 A,Star,A,7799.0,942940736.0,2.865997,1.636719,A,VI
Droju OO-X d2-63,Droju OO-X d2-63 B,Star,M,3417.0,395272672.0,8.339218,0.46875,M,Va
Droju OO-X d2-63,Droju OO-X d2-63 D,Star,F,6675.0,683847424.0,4.239853,1.121094,F,VI
Droju SU-V d3-36,Droju SU-V d3-36 A,Star,A,8580.0,971912768.0,2.385681,1.765625,A,VI
Droju SU-V d3-36,Droju SU-V d3-36 B,Star,K,4957.0,590712256.0,5.850494,0.8125,K,Vab
Droju VA-U d4-29,Droju VA-U d4-29 A,Star,G,5491.0,598841408.0,5.376373,0.914063,G,Vab
Droju VA-U d4-29,Droju VA-U d4-29 B,Star,K,4018.0,451837248.0,7.344894,0.5625,K,Va
Droju VA-U d4-29,Droju VA-U d4-29 C,Star,K,3975.0,481594656.0,7.253098,0.511719,K,Va
Droju ZG-S d5-49,Droju ZG-S d5-49,Star,A,7931.0,1015402816.0,2.632278,1.707031,A,Vb
Droju EF-H c13-9,Droju EF-H c13-9 A,Star,G,5586.0,626879616.0,5.202499,0.824219,G,Vab
Droju EF-H c13-9,Droju EF-H c13-9 B,Star,L,1846.0,196606928.0,12.530869,0.144531,L,V
Droju HT-O d7-45,Droju HT-O d7-45 A,Star,G,5519.0,780314944.0,4.779312,1.0625,G,Va
Droju HT-O d7-45,Droju HT-O d7-45 B,Star,K,3791.0,472000992.0,7.502686,0.464844,K,Va
Droju QX-B c16-3,Droju QX-B c16-3,Star,G,5692.0,666782592.0,4.986771,0.886719,G,Vab
Droju XJ-Y c17-7,Droju XJ-Y c17-7,Star,G,5326.0,551615872.0,5.687317,0.816406,G,Vab
Droju FW-U c19-3,Droju FW-U c19-3,Star,G,5322.0,578805056.0,5.58609,0.769531,G,Vab
Droju IC-T c20-11,Droju IC-T c20-11,Star,G,5419.0,676970560.0,5.167374,0.882813,G,Va
M17 Sector IM-V d2-81,M17 Sector IM-V d2-81,Star,A,8096.0,959135360.0,2.666656,1.613281,A,Vb
M17 Sector HM-V d2-20,M17 Sector HM-V d2-20 A,Star,G,5725.0,800648512.0,4.56424,1.144531,G,Vab
M17 Sector HM-V d2-20,M17 Sector HM-V d2-20 C,Star,M,2479.0,272656000.0,10.539825,0.234375,M,Va
M17 Sector HM-V d2-20,M17 Sector HM-V d2-20 D,Star,T,1288.0,142270992.0,14.796967,0.078125,T,V
M17 Sector HM-V d2-20,M17 Sector HM-V d2-20 B,Star,M,3655.0,397373952.0,8.035202,0.433594,M,Va
M17 Sector LS-T d3-102,M17 Sector LS-T d3-102,Star,A,7863.0,957479872.0,2.797256,1.644531,A,Vb
M17 Sector PY-R d4-74,M17 Sector PY-R d4-74,Star,A,7849.0,887373760.0,2.970154,1.46875,A,VI
M17 Sector KY-H c10-29,M17 Sector KY-H c10-29,Star,G,5571.0,635878976.0,5.183228,0.886719,G,Vab
M17 Sector WK-O d6-66,M17 Sector WK-O d6-66 A,Star,A,7770.0,898538048.0,2.986938,1.523438,A,VI
M17 Sector WK-O d6-66,M17 Sector WK-O d6-66 C,Star,G,5472.0,776345856.0,4.82753,1.0625,G,Va
M17 Sector WK-O d6-66,M17 Sector WK-O d6-66 B,Star,F,6560.0,923031680.0,3.663895,1.4375,F,Vab
Bleia Dryiae NU-V d3-73,Bleia Dryiae NU-V d3-73 A,Star,A,7948.0,1025611904.0,2.601257,1.640625,A,Vb
Bleia Dryiae NU-V d3-73,Bleia Dryiae NU-V d3-73 C,Star,M,3247.0,396864544.0,8.55217,0.40625,M,Va
Bleia Dryiae NU-V d3-73,Bleia Dryiae NU-V d3-73 B,Star,M,3633.0,497874208.0,7.571716,0.515625,M,Va
Bleia Dryiae NU-V d3-116,Bleia Dryiae NU-V d3-116,Star,G,5546.0,702249536.0,4.987045,1.03125,G,Vab
Bleia Dryiae QA-U d4-132,Bleia Dryiae QA-U d4-132,Star,N,9972698.0,12671.875,5.076843,0.5,N,VII
Bleia Dryiae AI-Q d6-156,Bleia Dryiae AI-Q d6-156 B,Star,M,2191.0,240287920.0,11.350815,0.207031,M,Va
Bleia Dryiae AI-Q d6-156,Bleia Dryiae AI-Q d6-156 A,Star,N,2425544.0,11375.0,4.711441,0.6875,N,VII
Bleia Dryiae AI-Q d6-156,Bleia Dryiae AI-Q d6-156 C,Star,M,2953.0,375682048.0,9.083588,0.367188,M,Va
Blae Drye FH-J d10-110,Blae Drye FH-J d10-110,Star,G,5616.0,762868032.0,4.752731,1.097656,G,Vab
Blae Drye JN-H d11-17,Blae Drye JN-H d11-17 B,Star,M,2682.0,383853664.0,9.455002,0.34375,M,Va
Blae Drye JN-H d11-17,Blae Drye JN-H d11-17 A,Star,N,2420267.0,10664.0625,5.109726,0.847656,N,VII
Blae Drye JN-H d11-17,Blae Drye JN-H d11-17 C,Star,K,4737.0,500654688.0,6.406982,0.671875,K,Vab
LHS 6171,LHS 6171,Star,DA,12144.0,6919341.5,11.61084,0.613281,DA,VII
Ceeckia EZ-C b5-0,Ceeckia EZ-C b5-0,Star,M,3103.0,356197536.0,8.984024,0.386719,M3,Va
Ceeckia UV-Y c3-0,Ceeckia UV-Y c3-0 A,Star,K,4455.0,530348448.0,6.548447,0.605469,K4,Va
Ceeckia UV-Y c3-0,Ceeckia UV-Y c3-0 B,Star,M,3057.0,348981024.0,9.093353,0.363281,M3,Va
Ceeckia EQ-Q b11-0,Ceeckia EQ-Q b11-0 A,Star,M,3475.0,404356992.0,8.216721,0.441406,M1,Va
Ceeckia EQ-Q b11-0,Ceeckia EQ-Q b11-0 B,Star,M,2364.0,271021696.0,10.759201,0.222656,M7,Va
Ceeckia OI-L b14-0,Ceeckia OI-L b14-0,Star,M,3239.0,392937952.0,8.584457,0.421875,M2,Va
Ceeckia BW-F b17-0,Ceeckia BW-F b17-0 A,Star,M,2531.0,303793056.0,10.214783,0.3125,M6,Va
Ceeckia BW-F b17-0,Ceeckia BW-F b17-0 B,Star,L,1667.0,206200624.0,12.870468,0.136719,L4,V
Ceeckia RU-Y b20-0,Ceeckia RU-Y b20-0,Star,M,3192.0,414481312.0,8.532043,0.378906,M2,Va
Ceeckia EI-T b23-0,Ceeckia EI-T b23-0 A,Star,M,2203.0,259708784.0,11.158234,0.199219,M8,Va
Ceeckia EI-T b23-0,Ceeckia EI-T b23-0 B,Star,T,760.0,102941128.0,17.791367,0.046875,T8,V
Ceeckia HA-H c13-0,Ceeckia HA-H c13-0,Star,K,4859.0,579823872.0,5.977661,0.707031,K2,Va
Ceeckia KG-F c14-0,Ceeckia KG-F c14-0 A,Star,M,3405.0,401618944.0,8.319885,0.457031,M1,Va
Ceeckia KG-F c14-0,Ceeckia KG-F c14-0 D,Star,M,2047.0,231458336.0,11.727478,0.167969,M9,VI
Ceeckia KG-F c14-0,Ceeckia KG-F c14-0 B,Star,M,2749.0,328753600.0,9.684372,0.289063,M5,Va
Ceeckia KG-F c14-0,Ceeckia KG-F c14-0 C,Star,M,2806.0,307974400.0,9.73703,0.300781,M5,Va
Ceeckia SS-B c16-0,Ceeckia SS-B c16-0 A,Star,K,3726.0,443644416.0,7.712387,0.507813,K9,Va
Ceeckia SS-B c16-0,Ceeckia SS-B c16-0 B,Star,L,1756.0,204990800.0,12.657303,0.144531,L3,V
Ceeckia VY-Z c16-0,Ceeckia VY-Z c16-0 A,Star,K,4497.0,565921472.0,6.366684,0.71875,K4,Va
Ceeckia VY-Z c16-0,Ceeckia VY-Z c16-0 B,Star,K,4785.0,543868736.0,6.18335,0.699219,K2,Vab
Ceeckia AA-Y c17-0,Ceeckia AA-Y c17-0 A,Star,M,3648.0,457886368.0,7.735672,0.535156,M0,Va
Ceeckia AA-Y c17-0,Ceeckia AA-Y c17-0 B,Star,M,2587.0,294645088.0,10.186127,0.292969,M6,Va
Ceeckia IM-U c19-0,Ceeckia IM-U c19-0,Star,K,4498.0,613338112.0,6.190964,0.746094,K4,Va
Ceeckia LS-S c20-0,Ceeckia LS-S c20-0 A,Star,M,3333.0,441861536.0,8.205322,0.507813,M2,Va
Ceeckia OY-Q c21-0,Ceeckia OY-Q c21-0 A,Star,K,3868.0,514790528.0,7.226852,0.5625,K8,Va
Ceeckia OY-Q c21-0,Ceeckia OY-Q c21-0 B,Star,M,2239.0,266288512.0,11.033478,0.253906,M8,Va
Ceeckia WK-N c23-0,Ceeckia WK-N c23-0,Star,K,3825.0,414481312.0,7.74617,0.515625,K9,Va
Ceeckia BT-F d12-1,Ceeckia BT-F d12-1 A,Star,G,5927.0,778935360.0,4.473328,1.125,G0,Vab
Ceeckia BT-F d12-1,Ceeckia BT-F d12-1 B,Star,K,4645.0,539602496.0,6.329453,0.722656,K3,Vab
Ceeckia FZ-D d13-0,Ceeckia FZ-D d13-0 A,Star,A,8350.0,984605312.0,2.47554,1.5625,A6,Vb
Ceeckia FZ-D d13-0,Ceeckia FZ-D d13-0 C,Star,M,2232.0,240075680.0,11.272217,0.214844,M8,Va
Ceeckia FZ-D d13-0,Ceeckia FZ-D d13-0 D,Star,M,2813.0,363753600.0,9.364639,0.308594,M5,Va
Ceeckia FZ-D d13-0,Ceeckia FZ-D d13-0 B,Star,K,4597.0,475715360.0,6.648254,0.628906,K4,Vab
Ceeckia FZ-D d13-0,Ceeckia FZ-D d13-0 E,Star,M,3170.0,360018016.0,8.868057,0.378906,M3,Va
Ceeckia FZ-D d13-0,Ceeckia FZ-D d13-0 F,Star,M,2388.0,269132672.0,10.73053,0.226563,M7,Va
Ceeckia CC-K c25-0,Ceeckia CC-K c25-0 A,Star,K,4828.0,566345984.0,6.056534,0.785156,K2,Va
Ceeckia CC-K c25-0,Ceeckia CC-K c25-0 B,Star,M,3134.0,386485568.0,8.763596,0.398438,M3,Va
Ceeckia CC-K c25-0,Ceeckia CC-K c25-0 C,Star,M,2398.0,264484400.0,10.750214,0.226563,M7,Va
Ceeckia CC-K c25-0,Ceeckia CC-K c25-0 D,Star,K,4624.0,505005824.0,6.493042,0.613281,K3,Vab
Ceeckia DE-E d13-0,Ceeckia DE-E d13-0,Star,F,7435.0,837495040.0,3.331192,1.566406,F0,VI
Iorant SW-A c27-0,Iorant SW-A c27-0 A,Star,K,4744.0,616033664.0,5.950134,0.710938,K3,Va
Iorant SW-A c27-0,Iorant SW-A c27-0 B,Star,M,2915.0,326864608.0,9.442169,0.304688,M4,Va
Ceeckia CE-E d13-0,Ceeckia CE-E d13-0 A,Star,F,7361.0,944426432.0,3.113647,1.410156,F0,Vb
Ceeckia CE-E d13-0,Ceeckia CE-E d13-0 B,Star,M,3156.0,387546816.0,8.727264,0.410156,M3,Va
Iorant KO-Z d13-0,Iorant KO-Z d13-0 A,Star,F,7049.0,718125760.0,3.896774,1.222656,F3,VI
Iorant KO-Z d13-0,Iorant KO-Z d13-0 B,Star,F,6891.0,833186368.0,3.67247,1.21875,F4,Vb
Iorant JO-Z d13-0,Iorant JO-Z d13-0,Star,A,8296.0,942006784.0,2.599762,1.597656,A6,VI
Iorant IT-Z d13-0,Iorant IT-Z d13-0,Star,F,6090.0,801221568.0,4.29422,1.257813,F9,Vab
Iorant HT-Z d13-0,Iorant HT-Z d13-0 A,Star,A,7626.0,802558720.0,3.313553,1.488281,A9,VI
Iorant HT-Z d13-0,Iorant HT-Z d13-0 B,Star,K,3935.0,481594656.0,7.297043,0.546875,K8,Va
Iorant HT-Z d13-0,Iorant HT-Z d13-0 C,Star,M,2113.0,297786368.0,11.042267,0.226563,M9,VI
Oevaxy ZE-A d0,Oevaxy ZE-A d0,Star,A,8773.0,992840576.0,2.242767,1.765625,A4,VI
Oevaxy BA-A d0,Oevaxy BA-A d0,Star,F,7268.0,920675776.0,3.224213,1.648438,F1,Vb
Oevaxy CA-A d0,Oevaxy CA-A d0,Star,F,6954.0,718083328.0,3.955826,1.214844,F3,VI
Yooxiae YV-C d0,Yooxiae YV-C d0,Star,A,8338.0,886354944.0,2.710098,1.714844,A6,VI
Yooxiae XV-C d0,Yooxiae XV-C d0,Star,F,7114.0,862752704.0,3.458374,1.394531,F2,Vb
Ceeckia GF-C d14-0,Ceeckia GF-C d14-0 A,Star,A,7796.0,865872832.0,3.052872,1.640625,A8,VI
Ceeckia GF-C d14-0,Ceeckia GF-C d14-0 B,Star,K,3972.0,526676512.0,7.062027,0.5625,K8,Va
Yooxiae WV-C d0,Yooxiae WV-C d0 A,Star,F,6794.0,768917120.0,3.908401,1.347656,F4,VI
Yooxiae WV-C d0,Yooxiae WV-C d0 B,Star,M,2861.0,345500128.0,9.402985,0.375,M4,Va
Yooxe LW-C d0,Yooxe LW-C d0,Star,A,8683.0,963359168.0,2.353058,1.753906,A5,VI
Yooxe KW-C d0,Yooxe KW-C d0 A,Star,G,5536.0,702079680.0,4.995407,1.023438,G5,Vab
Yooxe KW-C d0,Yooxe KW-C d0 D,Star,M,3067.0,392110176.0,8.82608,0.398438,M3,Va
Yooxe KW-C d0,Yooxe KW-C d0 C,Star,G,5350.0,713328960.0,5.109344,0.933594,G8,Va
Yooxe KW-C d0,Yooxe KW-C d0 B,Star,K,4539.0,489193216.0,6.642746,0.609375,K4,Vab
Yooxe KW-C d0,Yooxe KW-C d0 E,Star,M,2110.0,245721536.0,11.465897,0.199219,M9,VI
Ceeckaea UF-C d14-0,Ceeckaea UF-C d14-0 A,Star,F,6687.0,751788608.0,4.026276,1.191406,F0,Vz
Ceeckaea UF-C d14-0,Ceeckaea UF-C d14-0 B,Star,TTS,3584.0,503880896.0,7.604645,0.519531,TTS0,Va
Yooxe MR-C d0,Yooxe MR-C d0,Star,G,5739.0,680260416.0,4.907608,1.082031,G3,Vab
Yooxe LR-C d0,Yooxe LR-C d0,Star,F,6740.0,870903104.0,3.672562,1.382813,F5,Vab
Yooxe JW-C d0,Yooxe JW-C d0,Star,F,6307.0,739541760.0,4.316101,1.285156,F7,Vb
Ceeckaea TF-C d14-0,Ceeckaea TF-C d14-0 A,Star,F,6475.0,902549568.0,3.769272,1.351563,F6,Vab
Ceeckaea TF-C d14-0,Ceeckaea TF-C d14-0 B,Star,G,5990.0,811600576.0,4.338181,1.21875,G0,Vab
Ceeckaea UA-C d14-0,Ceeckaea UA-C d14-0 A,Star,F,6250.0,680727360.0,4.535583,1.0,F8,Vb
Ceeckaea UA-C d14-0,Ceeckaea UA-C d14-0 B,Star,K,3770.0,432331520.0,7.717499,0.46875,K9,Va
Ceeckaea VA-C d14-0,Ceeckaea VA-C d14-0 A,Star,F,7429.0,928953472.0,3.109573,1.476563,F0,Vb
Ceeckaea VA-C d14-0,Ceeckaea VA-C d14-0 G,Star,M,2482.0,324742112.0,10.154861,0.296875,M7,Va
Ceeckaea VA-C d14-0,Ceeckaea VA-C d14-0 D,Star,K,4339.0,481552224.0,6.872681,0.566406,K5,Vab
Ceeckaea VA-C d14-0,Ceeckaea VA-C d14-0 E,Star,L,1927.0,216049008.0,12.139526,0.160156,L1,V
Ceeckaea VA-C d14-0,Ceeckaea VA-C d14-0 C,Star,M,2822.0,360018016.0,9.373199,0.339844,M5,Va
Ceeckaea VA-C d14-0,Ceeckaea VA-C d14-0 F,Star,M,3030.0,429423680.0,8.681381,0.429688,M3,Va
Ceeckaea VA-C d14-0,Ceeckaea VA-C d14-0 B,Star,M,3656.0,462725632.0,7.703323,0.5,M0,Va
Ceeckaea TP-D d13-0,Ceeckaea TP-D d13-0,Star,A,8027.0,948459264.0,2.728149,1.585938,A7,VI
Ceeckaea RU-D d13-0,Ceeckaea RU-D d13-0,Star,F,6744.0,852777024.0,3.715652,1.386719,F5,Vab
Ceeckaea QU-D d13-0,Ceeckaea QU-D d13-0 A,Star,F,6900.0,813065024.0,3.719879,1.402344,F3,VI
Ceeckaea QU-D d13-0,Ceeckaea QU-D d13-0 D,Star,M,3438.0,445979168.0,8.050446,0.5,M1,Va
Ceeckaea QU-D d13-0,Ceeckaea QU-D d13-0 C,Star,F,6624.0,755418048.0,4.056946,1.308594,F5,Vb
Ceeckaea QU-D d13-0,Ceeckaea QU-D d13-0 B,Star,K,4630.0,581394496.0,6.181503,0.8125,K3,Va
Ceeckaea PU-D d13-0,Ceeckaea PU-D d13-0,Star,F,6225.0,863177280.0,4.037201,1.246094,F8,Vab
Ceeckaea LO-F d12-0,Ceeckaea LO-F d12-0,Star,G,5224.0,660436288.0,5.38028,1.039063,G9,Va
Ceeckaea HI-H d11-0,Ceeckaea HI-H d11-0 A,Star,A,7854.0,811112384.0,3.162552,1.425781,A8,VI
Ceeckaea HI-H d11-0,Ceeckaea HI-H d11-0 C,Star,M,3695.0,425497056.0,7.839386,0.523438,M0,Va
Ceeckaea HI-H d11-0,Ceeckaea HI-H d11-0 B,Star,M,2738.0,328498944.0,9.703476,0.332031,M5,Va
Ceeckaea DC-J d10-0,Ceeckaea DC-J d10-0 A,Star,G,5284.0,658653376.0,5.336548,1.027344,G8,Vab
Ceeckaea DC-J d10-0,Ceeckaea DC-J d10-0 C,Star,M,2229.0,300779104.0,10.788391,0.242188,M8,Va
Ceeckaea DC-J d10-0,Ceeckaea DC-J d10-0 B,Star,M,2928.0,417877280.0,8.889313,0.382813,M4,Va
Ceeckaea DC-J d10-0,Ceeckaea DC-J d10-0 D,Star,K,3859.0,479323584.0,7.392029,0.519531,K8,Va
Ceeckaea CC-J d10-0,Ceeckaea CC-J d10-0 A,Star,A,7849.0,869162752.0,3.015198,1.488281,A8,VI
Ceeckaea CC-J d10-0,Ceeckaea CC-J d10-0 C,Star,M,3102.0,366236928.0,8.925034,0.386719,M3,Va
Ceeckaea CC-J d10-0,Ceeckaea CC-J d10-0 B,Star,F,6010.0,761042688.0,4.463394,1.085938,F9,Vb
Ceeckaea EU-Q c21-0,Ceeckaea EU-Q c21-0 A,Star,M,3277.0,442328448.0,8.276642,0.472656,M2,Va
